Unnamed: 0,joburl,skill,designation,orgnization,experience,location,moredesc,salary,recruitername,recruiterdetails,jobpostingdate
12,https://www.naukri.com/job-listings-Merilytics-Manager-Data-Science-Iit-bits-nit-MERITUS-INTELYTICS-PRIVATE-LIMITED-Hyderabad-2-to-5-years-130919009118?src=jobsearchDesk&sid=1569260522721&xp=13&px=6,"Data Science, R, NLP, Algorithms, Neural Networks, Big Data, Spark, Machine...",Merilytics - Manager - Data Science - Iit/bits/nit,MERITUS INTELYTICS PRIVATE LIMITED,2-5 yrs,Hyderabad,"  Data Science, R, NLP, Algorithms, Neural Networks, Big Data, Spark, Machine... ",  Not disclosed  ,  Krishna Jyothi  ," Posted  by     Krishna Jyothi    , 7 days ago ",7 days ago
13,https://www.naukri.com/job-listings-Merilytics-Business-Analyst-Data-Analytics-iit-nit-bits-MERITUS-INTELYTICS-PRIVATE-LIMITED-Hyderabad-0-to-3-years-130919005562?src=jobsearchDesk&sid=1569260522721&xp=14&px=6,"excel, analytics, python, data analysis, business analysis, problem solving...",Merilytics - Business Analyst - Data Analytics -iit/nit/bits,MERITUS INTELYTICS PRIVATE LIMITED,0-3 yrs,Hyderabad,"  excel, analytics, python, data analysis, business analysis, problem solving... ",  Not disclosed  ,  Krishna Jyothi  ," Posted  by     Krishna Jyothi    , 7 days ago ",7 days ago
14,https://www.naukri.com/job-listings-Devops-Engineer-Hyd-Charter-Global-Technologies-Pvt-Ltd-Hyderabad-4-to-7-years-120819009433?src=jobsearchDesk&sid=1569260522721&xp=15&px=6,"Jenkins, Linux Administration, Tomcat, EC2, devops, Jboss, Ansible, Perl...",Devops Engineer - Hyd,Charter Global Technologies Pvt Ltd.,4-7 yrs,Hyderabad,"  Jenkins, Linux Administration, Tomcat, EC2, devops, Jboss, Ansible, Perl... ",  Not disclosed  ,  Swetha Reddy  ," Posted  by     Swetha Reddy    , 7 days ago ",7 days ago
15,https://www.naukri.com/job-listings-Linux-Admin-cloud-with-N-W-and-Security-Experience-Oracle-Hyderabad-Oracle-India-Pvt-Ltd-Hyderabad-6-to-11-years-110819000731?src=jobsearchDesk&sid=1569260522721&xp=16&px=6,"linux system administration, python, security, linux administration, ipsec,...",Linux Admin(cloud with N/W and Security Experience): Oracle Hyderabad,Oracle India Pvt. Ltd.,6-11 yrs,Hyderabad,"  linux system administration, python, security, linux administration, ipsec,... ",  Not disclosed  ,  Oracle Recruiting Team  ," Posted  by     Oracle Recruiting Team    , 7 days ago ",7 days ago
16,https://www.naukri.com/job-listings-Data-Scientist-Cambridge-Technology-Enterprises-Limited-Hyderabad-5-to-10-years-080719011199?src=jobsearchDesk&sid=1569260522721&xp=17&px=6,"Data Science, Artificial Intelligence, Linear Regression, Machine Learning,...",Data Scientist,Cambridge Technology Enterprises Limited,5-10 yrs,Hyderabad,"  Data Science, Artificial Intelligence, Linear Regression, Machine Learning,... "," INR 10,00,000 - 20,00,000 PA.   ",  Shirish Kumar Mutyala  ," Posted  by     Shirish Kumar Mutyala    , 5 days ago ",5 days ago
17,https://www.naukri.com/job-listings-Perl-Developer-Urgent-Requirement-Julong-Soft-Private-Limited-Hyderabad-2-to-7-years-160819002067?src=jobsearchDesk&sid=1569260522721&xp=18&px=6,"Java, Perforce, OOPS, Perl, python programmer, Perl Developer, Rest, XML...",Perl Developer Urgent Requirement,Julong Soft Private Limited,2-7 yrs,Hyderabad,"  Java, Perforce, OOPS, Perl, python programmer, Perl Developer, Rest, XML... "," INR 8,00,000 - 15,00,000 PA.   ",  Venkatesh  ," Posted  by     Venkatesh    , 30+ days ago ",30+ days ago
18,https://www.naukri.com/job-listings-Software-Development-Manager-Amazon-Development-Centre-India-Pvt-Ltd-Hyderabad-5-to-10-years-120819906197?src=jobsearchDesk&sid=1569260522721&xp=19&px=6,"Software Development Life Cycle, C#, Java, C++, C, Software Engineering...",Software Development Manager,Amazon Development Centre (India) Pvt. Ltd.,5-10 yrs,Hyderabad,"  Software Development Life Cycle, C#, Java, C++, C, Software Engineering... ",  Not disclosed  ,  HR  ," Posted  by     HR    , 30+ days ago ",30+ days ago
19,https://www.naukri.com/job-listings-Software-Development-Engineer-SDE-Amazon-Development-Centre-India-Pvt-Ltd-Hyderabad-IN-TS-3-to-5-years-110719904298?src=jobsearchDesk&sid=1569260522721&xp=20&px=6,"Java, C++, XML, Object Oriented Design, PHP, HTML, DBMS, Ruby, ASP, Python",Software Development Engineer ( SDE),Amazon Development Centre (India) Pvt. Ltd.,3-5 yrs,"Hyderabad, IN, TS","  Java, C++, XML, Object Oriented Design, PHP, HTML, DBMS, Ruby, ASP, Python ",  Not disclosed  ,  HR  ," Posted  by     HR    , 30+ days ago ",30+ days ago
20,https://www.naukri.com/job-listings-Splunk-Architect-Sierra-Cedar-India-Private-Limited-Hyderabad-5-to-10-years-090819004766?src=jobsearchDesk&sid=1569260522721&xp=21&px=6,"Open Source, Networking, XML, MySQL, PHP, HTML, Linux System Administration...",Splunk Architect,Sierra-Cedar India Private Limited.,5-10 yrs,Hyderabad,"  Open Source, Networking, XML, MySQL, PHP, HTML, Linux System Administration... ",  Not disclosed  ,  Mr. Ravi  ," Posted  by     Mr. Ravi    , 30+ days ago ",30+ days ago
21,https://www.naukri.com/job-listings-Fullstack-Java-Developer-Hyderabad-Vedams-Software-Solutions-I-Pvt-Ltd-Hyderabad-Madhapur-2-to-7-years-060619002247?src=jobsearchDesk&sid=1569260522721&xp=22&px=6,"Java, angular, python, Cloud, go, angularjs, ruby",Fullstack Java Developer @ Hyderabad,Vedams Software Solutions (I) Pvt. Ltd.,2-7 yrs,Hyderabad(Madhapur),"  Java, angular, python, Cloud, go, angularjs, ruby ",  Not disclosed  ,  Neelima Vaka  ," Posted  by     Neelima Vaka    , 30+ days ago ",30+ days ago
22,https://www.naukri.com/job-listings-Sr-Devops-Engineer-Talent-Sync-Hyderabad-8-to-13-years-260819007322?src=jobsearchDesk&sid=1569260522721&xp=23&px=6,"CI / CD, python, pants, xcode, Devops, docker, ruby, spark, grafana, linux,...",Sr. Devops Engineer,Talent Sync,8-13 yrs,Hyderabad,"  CI / CD, python, pants, xcode, Devops, docker, ruby, spark, grafana, linux,... "," INR 15,00,000 - 30,00,000 PA. Salary is not criteria for ri...   ",  Priyanka  ," Posted  by     Priyanka    , 28 days ago ",28 days ago
23,https://www.naukri.com/job-listings-Java-Developers-NET-Lead-Developers-cloud-devops-Engineer-Faxhion-Technologies-Private-Limited-Chennai-Hyderabad-Pune-2-to-4-years-240819002236?src=jobsearchDesk&sid=1569260522721&xp=24&px=6,"Azure, GCP, devops, linux, oracle sql, perl, aws, ruby, Python","Java Developers, .NET Lead Developers,cloud/devops Engineer",Faxhion Technologies Private Limited,2-4 yrs,"Chennai, Hyderabad, Pune","  Azure, GCP, devops, linux, oracle sql, perl, aws, ruby, Python "," INR 4,00,000 - 6,00,000 PA.   ",  HR  ," Posted  by     HR    , 30 days ago ",30 days ago
24,https://www.naukri.com/job-listings-Backend-Developer-BeyondTech-IT-Solutions-Hyderabad-2-to-4-years-050919004873?src=jobsearchDesk&sid=1569260522721&xp=25&px=6,"C++, C, Javascript, Programming, Go, PHP, Languages, Ruby, Python",Backend Developer,BeyondTech IT Solutions,2-4 yrs,Hyderabad,"  C++, C, Javascript, Programming, Go, PHP, Languages, Ruby, Python "," INR 2,50,000 - 4,50,000 PA.   ",  Mohammed Furkhan  ," Posted  by     Mohammed Furkhan    , 18 days ago ",18 days ago
25,https://www.naukri.com/job-listings-Machine-Learning-Engineers-II-NLP-2-4-yrs-Faxhion-Technologies-Private-Limited-Chennai-Hyderabad-Pune-2-to-4-years-030919000912?src=jobsearchDesk&sid=1569260522721&xp=26&px=6,"Data Science, Java, R, SCALA, keras, Machine Learning, Ruby, tensor flow...",Machine Learning Engineers II - NLP (2-4 yrs),Faxhion Technologies Private Limited,2-4 yrs,"Chennai, Hyderabad, Pune","  Data Science, Java, R, SCALA, keras, Machine Learning, Ruby, tensor flow... "," INR 4,00,000 - 6,00,000 PA.   ",  HR  ," Posted  by     HR    , 20 days ago ",20 days ago
26,https://www.naukri.com/job-listings-Deep-Learning-Engineers-Faxhion-Technologies-Private-Limited-Chennai-Hyderabad-Pune-0-to-2-years-030919000866?src=jobsearchDesk&sid=1569260522721&xp=27&px=6,"Data Science, Java, R, SCALA, keras, Machine Learning, Ruby, tensor flow...",Deep Learning Engineers,Faxhion Technologies Private Limited,0-2 yrs,"Chennai, Hyderabad, Pune","  Data Science, Java, R, SCALA, keras, Machine Learning, Ruby, tensor flow... "," INR 2,00,000 - 4,00,000 PA.   ",  HR  ," Posted  by     HR    , 20 days ago ",20 days ago
27,https://www.naukri.com/job-listings-OT-Dev-SCALA-Rockwell-CFR-Arminus-Software-Pvt-Ltd-Hyderabad-5-to-8-years-250719500451?src=jobsearchDesk&sid=1569260522721&xp=28&px=6,"Automation, Version control, User interface designing, Coding, PLC...",OT Dev_SCALA / Rockwell_CFR,Arminus Software Pvt. Ltd,5-8 yrs,Hyderabad,"  Automation, Version control, User interface designing, Coding, PLC... ",  Not disclosed  , , Posted     1 day ago ,1 day ago
28,https://www.naukri.com/job-listings-Technology-Lead-Infogain-India-P-Ltd-Hyderabad-10-to-15-years-230919501641?src=jobsearchDesk&sid=1569260522721&xp=29&px=6,"Hibernate, MS SQL, SOA, XML, Weblogic, Data structures, J2Ee, EJB...",Technology Lead,Infogain India (P) Ltd.,10-15 yrs,Hyderabad,"  Hibernate, MS SQL, SOA, XML, Weblogic, Data structures, J2Ee, EJB... ",  Not disclosed  , , Posted     Few Hours Ago ,Few Hours Ago
29,https://www.naukri.com/job-listings-Infrastructure-Specialist-derivIT-Solutions-Pte-Ltd-Hyderabad-7-to-9-years-230919501404?src=jobsearchDesk&sid=1569260522721&xp=30&px=6,"Tomcat, Linux, LDAP, JBoss, Configuration management, DNS, Windows...",Infrastructure Specialist,derivIT Solutions Pte Ltd,7-9 yrs,Hyderabad,"  Tomcat, Linux, LDAP, JBoss, Configuration management, DNS, Windows... ",  Not disclosed  , , Posted     Few Hours Ago ,Few Hours Ago
30,https://www.naukri.com/job-listings-Azure-aws-Infra-Migration-Capgemini-Technology-Services-India-Limited-Mumbai-Bengaluru-Chennai-Hyderabad-Pune-4-to-6-years-180419900209?src=jobsearchDesk&sid=1569260522721&xp=31&px=6,"VMware, Linux, GCP, Shell scripting, Cloud, Infrastructure, Windows, AWS...",Azure/aws Infra Migration,Capgemini Technology Services India Limited,4-6 yrs,"Mumbai, Bengaluru, Chennai, Hyderabad, Pune","  VMware, Linux, GCP, Shell scripting, Cloud, Infrastructure, Windows, AWS... ",  Not disclosed  ,  HR  ," Posted  by     HR    , 3 days ago ",3 days ago
31,https://www.naukri.com/job-listings-Backend-Developer-ACCELATHON-BUSINESS-SOLUTIONS-PRIVATE-LIMITED-Hyderabad-2-to-4-years-200919003813?src=jobsearchDesk&sid=1569260522721&xp=32&px=6,"Rabbitmq, Jenkins, GIT, Linux, Redis, Openshift, Socket Programming...",Backend Developer,ACCELATHON BUSINESS SOLUTIONS PRIVATE LIMITED,2-4 yrs,Hyderabad,"  Rabbitmq, Jenkins, GIT, Linux, Redis, Openshift, Socket Programming... ",  Not disclosed  ,  Sujata  ," Posted  by     Sujata    , 3 days ago ",3 days ago
32,https://www.naukri.com/job-listings-Software-Developer-Mindwave-informatics-Hyderabad-Punjagutta-0-to-0-years-190919004269?src=jobsearchDesk&sid=1569260522721&xp=33&px=6,"python, java, .net, hibernate, dot net, Machine Learning, core java",Software Developer,Mindwave informatics,0-0 yrs,Hyderabad(Punjagutta),"  python, java, .net, hibernate, dot net, Machine Learning, core java ",  Not disclosed  ,  Harika  ," Posted  by     Harika    , 4 days ago ",4 days ago
33,https://www.naukri.com/job-listings-Walk-in-For-Diploma-Fresher-male-Evision-Technoserve-Pvt-Ltd-Bengaluru-Chennai-Hyderabad-0-to-0-years-180919008623?src=jobsearchDesk&sid=1569260522721&xp=34&px=6,"electronics, python, information technology, eee, ece, automation testing...",Walk in For Diploma Fresher (male),Evision Technoserve Pvt Ltd,0-0 yrs,"Bengaluru, Chennai, Hyderabad","  electronics, python, information technology, eee, ece, automation testing... "," INR 1,50,000 - 2,50,000 PA.   ",  Banya  ," Posted  by     Banya    , 5 days ago ",5 days ago
34,https://www.naukri.com/job-listings-Walk-in-Fresher-ECE-and-EEE-Evision-Technoserve-Pvt-Ltd-Bengaluru-Chennai-Hyderabad-0-to-0-years-180919008565?src=jobsearchDesk&sid=1569260522721&xp=35&px=6,"electronics, python, information technology, eee, ece, automation testing...",Walk in Fresher ECE and EEE,Evision Technoserve Pvt Ltd,0-0 yrs,"Bengaluru, Chennai, Hyderabad","  electronics, python, information technology, eee, ece, automation testing... "," INR 1,50,000 - 2,50,000 PA.   ",  Banya  ," Posted  by     Banya    , 5 days ago ",5 days ago
35,https://www.naukri.com/job-listings-Walk-in-Fresher-BCA-Bsc-For-Network-System-Engineer-Evision-Technoserve-Pvt-Ltd-Bengaluru-Chennai-Hyderabad-0-to-0-years-180919008443?src=jobsearchDesk&sid=1569260522721&xp=36&px=6,"electronics, python, information technology, eee, ece, automation testing...","Walk in Fresher BCA ,Bsc For Network System Engineer",Evision Technoserve Pvt Ltd,0-0 yrs,"Bengaluru, Chennai, Hyderabad","  electronics, python, information technology, eee, ece, automation testing... "," INR 1,50,000 - 2,50,000 PA.   ",  Poornima  ," Posted  by     Poornima    , 5 days ago ",5 days ago
36,https://www.naukri.com/job-listings-Urgent-Openings-For-Internet-of-Things-iot-Developers-Faxhion-Technologies-Private-Limited-Chennai-Hyderabad-Pune-2-to-4-years-180919002311?src=jobsearchDesk&sid=1569260522721&xp=37&px=6,"Hibernate, C, SOA, SAP R3, Data Structures, SAP DMS, Spring, Python",Urgent Openings For Internet of Things(iot) Developers,Faxhion Technologies Private Limited,2-4 yrs,"Chennai, Hyderabad, Pune","  Hibernate, C, SOA, SAP R3, Data Structures, SAP DMS, Spring, Python "," INR 4,00,000 - 6,00,000 PA.   ",  HR  ," Posted  by     HR    , 5 days ago ",5 days ago
37,https://www.naukri.com/job-listings-IT-Security-Operations-Engineers-cyber-Security-2-4-yrs-Faxhion-Technologies-Private-Limited-Chennai-Hyderabad-Pune-2-to-4-years-180919001958?src=jobsearchDesk&sid=1569260522721&xp=38&px=6,"Embedded C, Java, C++, Cyber Security, Powershell, Network Security, linux,...",IT Security Operations Engineers-cyber Security(2-4 yrs),Faxhion Technologies Private Limited,2-4 yrs,"Chennai, Hyderabad, Pune","  Embedded C, Java, C++, Cyber Security, Powershell, Network Security, linux,... "," INR 4,00,000 - 6,00,000 PA.   ",  HR  ," Posted  by     HR    , 5 days ago ",5 days ago
38,https://www.naukri.com/job-listings-Here-is-an-Huge-Requirement-For-Associate-Cyber-Security-Developers-Faxhion-Technologies-Private-Limited-Chennai-Hyderabad-Pune-0-to-2-years-180919001858?src=jobsearchDesk&sid=1569260522721&xp=39&px=6,"Embedded C, Java, C++, Cyber Security, Powershell, Network Security, linux,...",Here is an Huge Requirement For Associate Cyber Security Developers,Faxhion Technologies Private Limited,0-2 yrs,"Chennai, Hyderabad, Pune","  Embedded C, Java, C++, Cyber Security, Powershell, Network Security, linux,... "," INR 2,00,000 - 4,00,000 PA.   ",  HR  ," Posted  by     HR    , 5 days ago ",5 days ago
39,https://www.naukri.com/job-listings-Cloud-iaas-compute-amazon-Web-Services-aws-Administrators-Faxhion-Technologies-Private-Limited-Chennai-Hyderabad-Pune-2-to-4-years-170919001302?src=jobsearchDesk&sid=1569260522721&xp=40&px=6,"Postgresql, Linux Development, MySQL, SQL Server, Oracle, AWS, Python",Cloud-iaas-compute-amazon Web Services-aws- Administrators,Faxhion Technologies Private Limited,2-4 yrs,"Chennai, Hyderabad, Pune","  Postgresql, Linux Development, MySQL, SQL Server, Oracle, AWS, Python "," INR 4,00,000 - 6,00,000 PA.   ",  HR  ," Posted  by     HR    , 6 days ago ",6 days ago
40,https://www.naukri.com/job-listings-Urgent-Openings-For-Block-Chain-Developers-2-4-yrs-Faxhion-Technologies-Private-Limited-Chennai-Hyderabad-Pune-2-to-4-years-170919001021?src=jobsearchDesk&sid=1569260522721&xp=41&px=6,"rest, node.js, java, hyperledger, saas, paas, angularjs, javascript...",Urgent Openings For Block Chain Developers(2-4 yrs),Faxhion Technologies Private Limited,2-4 yrs,"Chennai, Hyderabad, Pune","  rest, node.js, java, hyperledger, saas, paas, angularjs, javascript... "," INR 4,00,000 - 6,00,000 PA.   ",  HR  ," Posted  by     HR    , 6 days ago ",6 days ago
41,https://www.naukri.com/job-listings-Here-is-an-Huge-Requirement-For-Blockchain-Developers-Faxhion-Technologies-Private-Limited-Chennai-Hyderabad-Pune-0-to-2-years-170919000967?src=jobsearchDesk&sid=1569260522721&xp=42&px=6,"rest, node.js, java, hyperledger, saas, paas, angularjs, javascript...",Here is an Huge Requirement For Blockchain Developers,Faxhion Technologies Private Limited,0-2 yrs,"Chennai, Hyderabad, Pune","  rest, node.js, java, hyperledger, saas, paas, angularjs, javascript... "," INR 2,00,000 - 4,00,000 PA.   ",  HR  ," Posted  by     HR    , 6 days ago ",6 days ago
42,https://www.naukri.com/job-listings-Full-Time-Data-Science-Faculty-For-a-Training-Establishment-Fortune-Softtech-Hyderabad-Ameerpet-1-to-3-years-160919011456?src=jobsearchDesk&sid=1569260522721&xp=43&px=6,"Data Science, Tutoring, Machine Learning, Deep Learning, Teaching, Python",Full Time Data Science Faculty For a Training Establishment,Fortune Softtech,1-3 yrs,Hyderabad(Ameerpet),"  Data Science, Tutoring, Machine Learning, Deep Learning, Teaching, Python "," INR 3,00,000 - 5,00,000 PA.   ",  HR  ," Posted  by     HR    , 7 days ago ",7 days ago
43,https://www.naukri.com/job-listings-Urgent-Requirement-For-Automation-Test-Engineer-Hyderabad-Metasoft-Solutions-Pvt-Ltd-Hyderabad-Gachibowli-3-to-7-years-160919005390?src=jobsearchDesk&sid=1569260522721&xp=44&px=6,"Test Engineering, Testing Tools, Java, Automation Testing, Appium, Selenium...",Urgent Requirement For Automation Test Engineer - Hyderabad,Metasoft Solutions Pvt Ltd,3-7 yrs,Hyderabad(Gachibowli),"  Test Engineering, Testing Tools, Java, Automation Testing, Appium, Selenium... "," INR 4,00,000 - 9,00,000 PA.   ",  Ram mohan  ," Posted  by     Ram mohan    , 7 days ago ",7 days ago
44,https://www.naukri.com/job-listings-Urgent-Openings-For-Date-Scientist-Developers-2-4-yrs-Faxhion-Technologies-Private-Limited-Chennai-Hyderabad-Pune-2-to-4-years-160919001117?src=jobsearchDesk&sid=1569260522721&xp=45&px=6,"flink, Data Science, Java, Hive, R, STATA, SCALA, Hadoop, Mapreduce, Spark,...",Urgent Openings For Date Scientist Developers(2-4 yrs),Faxhion Technologies Private Limited,2-4 yrs,"Chennai, Hyderabad, Pune","  flink, Data Science, Java, Hive, R, STATA, SCALA, Hadoop, Mapreduce, Spark,... "," INR 4,00,000 - 6,00,000 PA.   ",  HR  ," Posted  by     HR    , 7 days ago ",7 days ago
45,https://www.naukri.com/job-listings-Needed-Artificial-Intelligence-Developers-For-Multiple-Locations-Faxhion-Technologies-Private-Limited-Chennai-Hyderabad-Pune-2-to-4-years-160919000786?src=jobsearchDesk&sid=1569260522721&xp=46&px=6,"R, tensorflow, Artificial Intelligence, Hadoop, Big Data, keras...",Needed Artificial Intelligence Developers For Multiple Locations,Faxhion Technologies Private Limited,2-4 yrs,"Chennai, Hyderabad, Pune","  R, tensorflow, Artificial Intelligence, Hadoop, Big Data, keras... "," INR 4,00,000 - 6,00,000 PA.   ",  HR  ," Posted  by     HR    , 7 days ago ",7 days ago
46,https://www.naukri.com/job-listings-Google-API-Machine-Learning-AI-Developers-huge-Requirement-Faxhion-Technologies-Private-Limited-Chennai-Hyderabad-Pune-0-to-2-years-160919000733?src=jobsearchDesk&sid=1569260522721&xp=47&px=6,"R, tensorflow, Artificial Intelligence, Hadoop, Big Data, keras...",Google API/ Machine Learning/ AI Developers-huge Requirement,Faxhion Technologies Private Limited,0-2 yrs,"Chennai, Hyderabad, Pune","  R, tensorflow, Artificial Intelligence, Hadoop, Big Data, keras... "," INR 2,00,000 - 4,00,000 PA.   ",  HR  ," Posted  by     HR    , 7 days ago ",7 days ago
47,https://www.naukri.com/job-listings-Lead-Software-Engineer-Prog-Capgemini-Technology-Services-India-Limited-Hyderabad-5-to-10-years-050219901454?src=jobsearchDesk&sid=1569260522721&xp=48&px=6,"Core Java, Spring Mvc, Dynamo Db, Javascript, Spring Boot, AWS...",Lead Software Engineer Prog,Capgemini Technology Services India Limited,5-10 yrs,Hyderabad,"  Core Java, Spring Mvc, Dynamo Db, Javascript, Spring Boot, AWS... ",  Not disclosed  ,  HR  ," Posted  by     HR    , 5 days ago ",5 days ago
48,https://www.naukri.com/job-listings-Urgent-Hiring-For-Senior-IoT-Engineer-Hyderabd-bangalore-AR-Consultant-Bengaluru-Hyderabad-Chennai-7-to-9-years-310719001358?src=jobsearchDesk&sid=1569260522721&xp=49&px=6,"Unix, kubernetes, orchestration, osi, Configuration, Troubleshooting, vmc...",Urgent Hiring For Senior IoT Engineer - Hyderabd/bangalore,AR Consultant,7-9 yrs,"Bengaluru, Hyderabad, Chennai","  Unix, kubernetes, orchestration, osi, Configuration, Troubleshooting, vmc... "," INR 20,00,000 - 30,00,000 PA.   ",  M.Swati  ," Posted  by     M.Swati    , 30+ days ago ",30+ days ago
49,https://www.naukri.com/job-listings-Database-Architect-AWS-HYD-Capgemini-Technology-Services-India-Limited-Hyderabad-9-to-12-years-120919009908?src=jobsearchDesk&sid=1569260522721&xp=50&px=6,"Unix, Database Architect, Enterprise reporting, Data modeling...",Database Architect AWS HYD,Capgemini Technology Services India Limited,9-12 yrs,Hyderabad,"  Unix, Database Architect, Enterprise reporting, Data modeling... ",  Not disclosed  ,  HR  ," Posted  by     HR    , 10 days ago ",10 days ago
0,https://www.naukri.com/job-listings-Artificial-Intelligence-ai-Solution-Leader-Capgemini-Technology-Services-India-Limited-Hyderabad-2-to-5-years-120919009882?src=jobsearchDesk&sid=1569260522881&xp=1&px=7,"Solution architecture, ASR, Computer vision, Social media...",Artificial Intelligence[ai] Solution Leader,Capgemini Technology Services India Limited,2-5 yrs,Hyderabad,"  Solution architecture, ASR, Computer vision, Social media... ",  Not disclosed  ,  HR  ," Posted  by     HR    , 10 days ago ",10 days ago
1,https://www.naukri.com/job-listings-Senior-Analyst-Data-Scientist-Deloitte-Consulting-India-Private-Limited-Hyderabad-3-to-6-years-290519903177?src=jobsearchDesk&sid=1569260522881&xp=2&px=7,"Data Science, R, statistical, Algorithms, Data Structures, Data Mining...",Senior Analyst- Data Scientist,Deloitte Consulting India Private Limited,3-6 yrs,Hyderabad,"  Data Science, R, statistical, Algorithms, Data Structures, Data Mining... ",  Not disclosed  ,  HR  ," Posted  by     HR    , 10 days ago ",10 days ago
2,https://www.naukri.com/job-listings-Business-Technology-Analyst-RPA-Deloitte-Consulting-India-Private-Limited-Hyderabad-5-to-9-years-240519900808?src=jobsearchDesk&sid=1569260522881&xp=3&px=7,"Power Bi, Design Patterns, Alteryx, Javascript, Tableau, Machine Learning...",Business Technology Analyst - RPA,Deloitte Consulting India Private Limited,5-9 yrs,Hyderabad,"  Power Bi, Design Patterns, Alteryx, Javascript, Tableau, Machine Learning... ",  Not disclosed  ,  HR  ," Posted  by     HR    , 12 days ago ",12 days ago
3,https://www.naukri.com/job-listings-Memory-Analog-and-Stdcell-Characterization-Validation-Engineer-Micron-Technology-Operations-India-LLP-Hyderabad-2-to-5-years-230419901099?src=jobsearchDesk&sid=1569260522881&xp=4&px=7,"Standard Cell design, Analog block design, Power Management...",Memory Analog and Stdcell Characterization Validation Engineer,Micron Technology Operations India LLP,2-5 yrs,Hyderabad,"  Standard Cell design, Analog block design, Power Management... ",  Not disclosed  ,  HR  ," Posted  by     HR    , 14 days ago ",14 days ago
4,https://www.naukri.com/job-listings-Embedded-Developer-votarytech-core-BSP-Linux-Kernel-ROTS-Votary-Softech-Solutions-Pvt-Ltd-Bengaluru-Hyderabad-2-to-7-years-200819005970?src=jobsearchDesk&sid=1569260522881&xp=5&px=7,"linux device drivers, board support package, board bringup, python, rtos...",Embedded Developer_votarytech_core BSP/ Linux Kernel/ ROTS,Votary Softech Solutions Pvt. Ltd.,2-7 yrs,"Bengaluru, Hyderabad","  linux device drivers, board support package, board bringup, python, rtos... ",  Not disclosed  ,  Not Provided  ," Posted  by     Not Provided    , 10 days ago ",10 days ago
5,https://www.naukri.com/job-listings-Devops-Engineer-Luxoft-India-LLP-Hyderabad-7-to-9-years-150919900877?src=jobsearchDesk&sid=1569260522881&xp=6&px=7,"Java, Html5, Web Technologies, Java Web Services, Groovy, SOAP, CSS3, Rest,...",Devops Engineer,Luxoft India LLP,7-9 yrs,Hyderabad,"  Java, Html5, Web Technologies, Java Web Services, Groovy, SOAP, CSS3, Rest,... ",  Not disclosed  ,  HR  ," Posted  by     HR    , 8 days ago ",8 days ago
6,https://www.naukri.com/job-listings-Merilytics-Business-Manager-Analytics-Iit-nit-bits-MERITUS-INTELYTICS-PRIVATE-LIMITED-Hyderabad-3-to-5-years-130919009075?src=jobsearchDesk&sid=1569260522881&xp=7&px=7,"analytics, senior management, python, tableau, data analytics...",Merilytics - Business Manager- Analytics - Iit/nit/bits,MERITUS INTELYTICS PRIVATE LIMITED,3-5 yrs,Hyderabad,"  analytics, senior management, python, tableau, data analytics... ",  Not disclosed  ,  Krishna Jyothi  ," Posted  by     Krishna Jyothi    , 10 days ago ",10 days ago
7,https://www.naukri.com/job-listings-Immediate-Opportunity-For-Lead-Engineer-with-Utc-hyderabad-UTC-Fire-and-Security-India-Ltd-Hyderabad-6-to-10-years-130919009014?src=jobsearchDesk&sid=1569260522881&xp=8&px=7,"Data Science, Application Development, Java, R, NLP, Algorithms...",Immediate Opportunity For Lead Engineer with Utc_hyderabad,UTC Fire and Security India Ltd.,6-10 yrs,Hyderabad,"  Data Science, Application Development, Java, R, NLP, Algorithms... ",  Not disclosed  , , Posted     10 days ago ,10 days ago
8,https://www.naukri.com/job-listings-Lead-Data-Engineer-Launch-IT-Consulting-India-Pvt-Ltd-Hyderabad-5-to-10-years-130919008554?src=jobsearchDesk&sid=1569260522881&xp=9&px=7,"Build, Data Structures, Big Data, Unix Shell Scripting, PLSQL...",Lead Data Engineer:,Launch IT Consulting India Pvt. Ltd,5-10 yrs,Hyderabad,"  Build, Data Structures, Big Data, Unix Shell Scripting, PLSQL... ",  Not disclosed  ,  Aparna Malladhi  ," Posted  by     Aparna Malladhi    , 10 days ago ",10 days ago
9,https://www.naukri.com/job-listings-Senior-Consultant-Alteryx-Deloitte-Consulting-India-Private-Limited-Hyderabad-Andhra-Pradesh-4-to-6-years-120919906438?src=jobsearchDesk&sid=1569260522881&xp=10&px=7,"B Service, R, data management, Center Of Excellence, Database Design...",Senior Consultant - Alteryx,Deloitte Consulting India Private Limited,4-6 yrs,"Hyderabad, Andhra Pradesh","  B Service, R, data management, Center Of Excellence, Database Design... ",  Not disclosed  ,  HR  ," Posted  by     HR    , 11 days ago ",11 days ago
10,https://www.naukri.com/job-listings-Deloitte-Encore-Program-Devops-Assistant-Manager-senior-Analyst-Deloitte-Consulting-India-Private-Limited-Hyderabad-3-to-6-years-120919904080?src=jobsearchDesk&sid=1569260522881&xp=11&px=7,"Java, CLI, C, Linux, Networking, Programming, System Administration...",Deloitte Encore Program - Devops - Assistant Manager/senior Analyst,Deloitte Consulting India Private Limited,3-6 yrs,Hyderabad,"  Java, CLI, C, Linux, Networking, Programming, System Administration... ",  Not disclosed  ,  HR  ," Posted  by     HR    , 11 days ago ",11 days ago
